iter	MultiClass
148	0.006919276798
149	0.006852601758
150	0.006814312084
151	0.006757058331
152	0.006669848391
153	0.006622304913
154	0.006556964391
155	0.006494042161
156	0.006450435508
157	0.00639178895
158	0.006349407358
159	0.006294632881
160	0.006268528748
161	0.006220106459
162	0.006149931188
163	0.006079398468
164	0.006033752316
165	0.005983281472
166	0.005937160814
167	0.005901041929
168	0.005873248854
169	0.00583995321
170	0.005782565578
171	0.005750218926
172	0.005683621508
173	0.005632306984
174	0.005580941251
175	0.005535970769
176	0.005497866951
177	0.005471283479
178	0.005429048346
179	0.005403210965
180	0.005366883817
181	0.005329497631
182	0.005294997217
183	0.005254869923
184	0.005214484585
185	0.005176592089
186	0.005137642862
187	0.005105124456
188	0.005080392613
189	0.005054656573
190	0.005027720202
191	0.005004657172
192	0.004979765699
193	0.004938888629
194	0.004894599964
195	0.004878577357
196	0.004845295966
197	0.004811839073
198	0.004788945795
199	0.004762378134
200	0.004740033265
201	0.004711545715
202	0.004667850422
203	0.004636112538
204	0.004609603867
205	0.004571199959
206	0.004543005495
207	0.004502030191
208	0.004484473786
209	0.004452317457
210	0.004430085755
211	0.004403282616
212	0.004372358821
213	0.00435291039
214	0.004332457475
215	0.004307597184
216	0.004274277078
217	0.004250082228
218	0.004225790607
219	0.004203031409
220	0.004179380756
221	0.004149745782
222	0.004120184992
223	0.00410326226
224	0.004087660882
225	0.004064269771
226	0.004042313012
227	0.004027078335
228	0.004007580373
229	0.003995677243
230	0.003976597715
231	0.003963181947
232	0.003945560742
233	0.003925494888
234	0.003903817375
235	0.003883794547
236	0.003865961798
237	0.003844364469
238	0.003826514314
239	0.003806116328
240	0.003784479287
241	0.003764044798
242	0.003741732948
243	0.003725701973
244	0.003703243709
245	0.003681869343
246	0.003663425314
247	0.003646546179
248	0.003630943269
249	0.003617207659
250	0.003601987621
251	0.003591556226
252	0.003573725881
253	0.003560472804
254	0.003544186598
255	0.00353215771
256	0.003517874806
257	0.003496685238
258	0.003482816057
259	0.003465569841
260	0.003454602673
261	0.003439851211
262	0.003419219466
263	0.003399508297
264	0.003382080588
265	0.003372111621
266	0.003360120908
267	0.003346299543
268	0.003332622465
269	0.003322390696
270	0.003309682201
271	0.003296146636
272	0.003280122394
273	0.003266454521
274	0.003249149448
275	0.003233412342
276	0.003222152383
277	0.003206974305
278	0.003189786665
279	0.003176347011
280	0.003163757674
281	0.003151128814
282	0.003134140415
283	0.003126554127
284	0.003115452541
285	0.003103567913
286	0.003093662271
287	0.003082190596
288	0.003072100374
289	0.003062051993
290	0.003052577316
291	0.003041041671
292	0.003030021189
293	0.003020051236
294	0.003009568428
295	0.003001474138
296	0.002993428884
297	0.002982798804
298	0.002966661945
299	0.002957170902
300	0.002946852085
301	0.00293662428
302	0.002926089381
303	0.002916040281
304	0.002901570791
305	0.002890643319
306	0.002880875057
307	0.002871190034
308	0.002860346753
309	0.00284887535
310	0.002839061175
311	0.00282767296
312	0.002814957356
313	0.002803870877
314	0.002791910129
315	0.002783047509
316	0.00277460686
317	0.002767541053
318	0.002755691076
319	0.0027475399
320	0.002740860617
321	0.002732203386
322	0.002725489903
323	0.002718924954
324	0.002713370751
325	0.002704651494
326	0.002694720829
327	0.002686458703
328	0.002678176424
329	0.002667846179
330	0.002659333306
331	0.002650984706
332	0.002641221257
333	0.002633153741
334	0.002627042445
335	0.00261966528
336	0.002609465941
337	0.002599751017
338	0.002592724205
339	0.00258577224
340	0.002574579494
341	0.002562836146
342	0.002554410111
343	0.002545545098
344	0.002538209295
345	0.002531027092
346	0.002523792122
347	0.002513432988
348	0.002506825022
349	0.002497056222
350	0.002490767806
351	0.002482142262
352	0.002473820078
353	0.002467681064
354	0.002462340484
355	0.002457266607
356	0.002451216006
357	0.002445422041
358	0.002439998467
359	0.0024318769
360	0.002423820192
361	0.002417404644
362	0.002411764259
363	0.002406693698
364	0.002402293049
365	0.002394033819
366	0.002386259271
367	0.00237992309
368	0.002373832974
369	0.002367020811
370	0.002361054762
371	0.002354385789
372	0.002344205868
373	0.002337803235
374	0.002331406878
375	0.002324805454
376	0.002319071503
377	0.002311335264
378	0.002304220027
379	0.002300200929
380	0.00229080031
381	0.002283763758
382	0.002276954018
383	0.00226900094
384	0.002264131334
385	0.002256677825
386	0.002249605744
387	0.002242480404
388	0.002235803738
389	0.002231241131
390	0.002224968711
391	0.00221975339
392	0.002215812899
393	0.002210450669
394	0.002204784444
395	0.002199669715
396	0.002194222377
397	0.002188488738
398	0.002182950503
399	0.002177756911
400	0.002172581508
401	0.002167604739
402	0.002162514225
403	0.002157608875
404	0.00215138607
405	0.002147977277
406	0.002143968663
407	0.002138984403
408	0.002132578403
409	0.002128088113
410	0.002123169862
411	0.002118279709
412	0.002112338866
413	0.002108082375
414	0.002104856167
415	0.002100233221
416	0.002093336208
417	0.002088713286
418	0.002083182728
419	0.002078106893
420	0.002072080356
421	0.002067447669
422	0.00205991224
423	0.002056555714
424	0.002051325403
425	0.002046476518
426	0.002039918651
427	0.002035548212
428	0.002031565549
429	0.002026090381
430	0.002021416614
431	0.002017030377
432	0.00201169039
433	0.002005232831
434	0.002001744105
435	0.001993814598
436	0.001990057068
437	0.001985394326
438	0.001982266003
439	0.001977256609
440	0.001974281148
441	0.001970205977
442	0.001966322807
443	0.001961261968
444	0.001957633839
445	0.001953545112
446	0.001949477357
447	0.001945511181
448	0.001942540147
449	0.001937349089
450	0.001931889409
451	0.001928619437
452	0.001924388303
453	0.001918739862
454	0.001914198847
455	0.001910309699
456	0.001906209916
457	0.001900864377
458	0.00189742078
459	0.001893302752
460	0.001889148111
461	0.001885571102
462	0.001882387459
463	0.001879305038
464	0.001875588707
465	0.001870270447
466	0.001864545915
467	0.001859574421
468	0.001855721047
469	0.001851889242
470	0.001847625132
471	0.001844196157
472	0.001840369069
473	0.001836985619
474	0.001833137051
475	0.001828585329
476	0.001825566872
477	0.001823188173
478	0.001819781096
479	0.001816546743
480	0.001813162168
481	0.001810151512
482	0.001805904117
483	0.001803086432
484	0.001798937753
485	0.001794297517
486	0.001791004725
487	0.00178851421
488	0.001784486719
489	0.001779343144
490	0.001775295587
491	0.001770771649
492	0.001767486865
493	0.001762691477
494	0.001758242851
495	0.001753979576
496	0.001750923145
497	0.001748416199
498	0.001744885574
499	0.001742161398
500	0.00173867487
501	0.001736388281
502	0.001733787388
503	0.00173001268
504	0.001727635717
505	0.001724334675
506	0.001721679961
507	0.001718016945
508	0.001714209299
509	0.001711488255
510	0.001708448231
511	0.001705224524
512	0.001702243597
513	0.001699369438
514	0.001696133313
515	0.001692770221
516	0.001689398497
517	0.001686391399
518	0.001682594138
519	0.001678883411
520	0.001675969715
521	0.001673258544
522	0.001670847093
523	0.001666826848
524	0.00166372782
525	0.001660314842
526	0.001657628594
527	0.0016555116
528	0.001652028661
529	0.001648212355
530	0.001644891945
531	0.001641986231
532	0.00163840333
533	0.001635345983
534	0.001633136061
535	0.001629667751
536	0.001627352346
537	0.001624989665
538	0.001621742668
539	0.001619018593
540	0.001616257428
541	0.001614316117
542	0.001610570481
543	0.001607748941
544	0.001604737524
545	0.001602138348
546	0.001599714861
547	0.001596328227
548	0.001594524855
549	0.001592289933
550	0.001589909638
551	0.001586752284
552	0.001584272249
553	0.001581588538
554	0.001579070015
555	0.001576843232
556	0.001575085448
557	0.001571602934
558	0.00156765461
559	0.001564316664
560	0.001561235182
561	0.001558369253
562	0.001555928631
563	0.001553381884
564	0.00155136088
565	0.001548481895
566	0.001544777687
567	0.001542630004
568	0.001540202534
569	0.001537300289
570	0.001534387614
571	0.001531825499
572	0.001529210222
573	0.001525910854
574	0.001523911128
575	0.001521884697
576	0.001519222096
577	0.001515981897
578	0.001513643764
579	0.001510971012
580	0.001508812564
581	0.001505690512
582	0.001503446064
583	0.001501337058
584	0.001499043361
585	0.001496257287
586	0.001494141776
587	0.001491755499
588	0.00148885388
589	0.001486278674
590	0.001484037277
591	0.001481417483
592	0.001478760774
593	0.001475556901
594	0.001473527899
595	0.0014709026
596	0.001468842634
597	0.001466686652
598	0.001465172108
599	0.001462914463
600	0.001461283976
601	0.001458508011
602	0.001455888782
603	0.001454397359
604	0.001451544232
605	0.001448372587
606	0.001445795555
607	0.00144345013
608	0.001441241975
609	0.001438398986
610	0.001435180189
611	0.001433655727
612	0.001431892547
613	0.00142864012
614	0.001425563917
615	0.001423516911
616	0.001420628794
617	0.001418812909
618	0.001416343841
619	0.001414623632
620	0.001412630371
621	0.001410405559
622	0.001408006975
623	0.001405983969
624	0.00140344266
625	0.001401461704
626	0.001399373824
627	0.001396829838
628	0.001394970894
629	0.001392770384
630	0.001390259525
631	0.001387496973
632	0.001385595193
633	0.001383284753
634	0.001381339555
635	0.001378787218
636	0.00137693441
637	0.001374368466
638	0.001372564456
639	0.001370545141
640	0.001368430793
641	0.001366734765
642	0.00136435773
643	0.001362806461
644	0.001360653812
645	0.001358818707
646	0.001356575535
647	0.001354739688
648	0.001353019519
649	0.001350791395
650	0.001348746591
651	0.001346977038
652	0.001345233263
653	0.00134314257
654	0.00134127196
655	0.001338957238
656	0.001337253667
657	0.001335126523
658	0.001333814106
659	0.001331555967
660	0.001329303938
661	0.001327344228
662	0.001325419459
663	0.001323149512
664	0.001321611793
665	0.001319955208
666	0.001317550715
667	0.001315997838
668	0.001314583652
669	0.001312998554
670	0.001310910378
671	0.00130896735
672	0.00130676873
673	0.001304580285
674	0.00130285822
675	0.001300539636
676	0.001298341503
677	0.001296321938
678	0.001294262883
679	0.001291873447
680	0.001289764432
681	0.001287643785
682	0.001285951791
683	0.001284709547
684	0.001282909389
685	0.001281156795
686	0.001279194235
687	0.001277639868
688	0.001275988277
689	0.001273975851
690	0.001272209874
691	0.001270315895
692	0.001268279963
693	0.001266527322
694	0.001264986191
695	0.001263116215
696	0.001261584319
697	0.001260138409
698	0.001258232562
699	0.001255793745
700	0.001254629583
701	0.001253015013
702	0.001251107725
703	0.001248340876
704	0.001246539395
705	0.001244434865
706	0.001242870008
707	0.001241586553
708	0.001240204104
709	0.001238433381
710	0.001236937019
711	0.001235314825
712	0.001233910646
713	0.001232796834
714	0.001231292403
715	0.001229768678
716	0.001228006446
717	0.001226410993
718	0.001224450922
719	0.001222492908
720	0.001221015888
721	0.001219396492
722	0.001218063844
723	0.001216188283
724	0.001214442677
725	0.001213015023
726	0.001211607932
727	0.001210211156
728	0.001208369525
729	0.001206705311
730	0.001205055582
731	0.001203262477
732	0.001201329007
733	0.001199889002
734	0.001198058992
735	0.001196642792
736	0.001194941186
737	0.001193598035
738	0.001192251422
739	0.001190608612
740	0.001188981025
741	0.001186990451
742	0.001185373623
743	0.001183415814
744	0.001182035783
745	0.001179991205
746	0.001178420411
747	0.00117710938
748	0.00117580809
749	0.001173938887
750	0.001172189551
751	0.001170837769
752	0.001169404345
753	0.001167657732
754	0.001165749644
755	0.001164084267
756	0.00116247076
757	0.001161192584
758	0.001159342018
759	0.001157603032
760	0.00115600495
761	0.001154620584
762	0.001153110615
763	0.001151805001
764	0.001150132875
765	0.001148230254
766	0.001146865232
767	0.001145674306
768	0.001144069432
769	0.001142418485
770	0.001140864768
771	0.001139129017
772	0.001137126751
773	0.001135687853
774	0.001134532401
775	0.001133635783
776	0.001132098931
777	0.001130904684
778	0.001129194443
779	0.001127600801
780	0.00112620702
781	0.001124740985
782	0.001123318741
783	0.001121710351
784	0.001120410639
785	0.001119016341
786	0.001117688655
787	0.001116420871
788	0.001114744904
789	0.001113703397
790	0.001112268455
791	0.001111255969
792	0.00110946582
793	0.001108263377
794	0.00110700913
795	0.001106108484
796	0.001104485476
797	0.001102847725
798	0.001101661057
799	0.001100184901
800	0.001099002368
801	0.001097675782
802	0.001096551389
803	0.001095409596
804	0.001093873905
805	0.001092799246
806	0.001091386608
807	0.00109019256
808	0.001089082634
809	0.001087294713
810	0.001085970113
811	0.001085091349
812	0.001083944782
813	0.001082951204
814	0.001081729187
815	0.001080366139
816	0.001078894126
817	0.00107776181
818	0.001076632277
819	0.001075471491
820	0.001073706498
821	0.001072212517
822	0.001070760086
823	0.001069584289
824	0.001068223628
825	0.001066665936
826	0.00106502892
827	0.001063973585
828	0.00106252479
829	0.001060979026
830	0.001059350994
831	0.001057872942
832	0.001056835383
833	0.00105594482
834	0.001054472513
835	0.001052668621
836	0.001051143484
837	0.001049800928
838	0.001048185596
839	0.001047116212
840	0.001045640508
841	0.001044660466
842	0.001043583422
843	0.001042444935
844	0.00104109013
845	0.001039633049
846	0.001038684834
847	0.001037614307
848	0.001036183701
849	0.001034462682
850	0.001032929277
851	0.001031583565
852	0.001030560793
853	0.001029467744
854	0.001027968902
855	0.001026727407
856	0.001025827719
857	0.001024607523
858	0.00102384965
859	0.001022688118
860	0.001021548768
861	0.001020055889
862	0.001018570825
863	0.001017313075
864	0.001016133619
865	0.001014809709
866	0.001013374358
867	0.00101224248
868	0.001010958353
869	0.001009954835
870	0.001008975405
871	0.001007708694
872	0.001006435875
873	0.001005395595
874	0.001004051549
875	0.001002584794
876	0.001001620022
877	0.001000595476
878	0.0009993922011
879	0.0009981352885
880	0.0009968854684
881	0.0009957139171
882	0.0009946953567
883	0.0009938329065
884	0.0009926676104
885	0.0009915305852
886	0.0009902991591
887	0.0009890681867
888	0.0009881244572
889	0.0009867146066
890	0.0009858476458
891	0.0009849104129
892	0.0009837044969
893	0.0009821112284
894	0.0009814166935
895	0.0009804894151
896	0.0009792078747
897	0.0009780128312
898	0.0009766110305
899	0.0009756384814
900	0.0009740653825
901	0.0009733610183
902	0.0009720154083
903	0.0009711000498
904	0.0009701958454
905	0.0009686749716
906	0.0009677715495
907	0.0009669726135
908	0.0009658850933
909	0.0009648084976
910	0.0009636595487
911	0.0009624531506
912	0.0009612466463
913	0.000960163223
914	0.0009592821339
915	0.0009586447039
916	0.0009575123013
917	0.0009566803482
918	0.0009558433014
919	0.0009548221363
920	0.0009537223067
921	0.0009522711907
922	0.0009512360301
923	0.0009503347623
924	0.0009495098316
925	0.0009486111511
926	0.0009475742636
927	0.0009465537366
928	0.0009451371482
929	0.0009443727299
930	0.0009432718602
931	0.0009419354021
932	0.0009410835297
933	0.0009399276418
934	0.0009391173576
935	0.000938182559
936	0.0009373325777
937	0.000936477051
938	0.0009355983676
939	0.0009345548208
940	0.0009333044556
941	0.0009324687411
942	0.0009315961549
943	0.0009304094416
944	0.0009294223109
945	0.0009283466329
946	0.0009274231499
947	0.0009261351987
948	0.0009248765962
949	0.0009240872711
950	0.0009232189559
951	0.0009221151972
952	0.0009208278319
953	0.0009195802193
954	0.0009186346246
955	0.0009178653236
956	0.000916602006
957	0.0009158137962
958	0.0009148519976
959	0.0009140508831
960	0.0009130149347
961	0.0009119372811
962	0.0009109844506
963	0.0009101551315
964	0.0009094125506
965	0.0009086922461
966	0.0009075539387
967	0.0009066909102
968	0.0009061219628
969	0.0009052897465
970	0.0009045498567
971	0.0009035898276
972	0.0009025828282
973	0.0009018196353
974	0.0009009884087
975	0.0009001665187
976	0.0008993552344
977	0.0008985039268
978	0.0008977490613
979	0.0008968937158
980	0.000896047686
981	0.0008953632467
982	0.0008944336325
983	0.000893658562
984	0.0008925557031
985	0.0008919851845
986	0.0008910310308
987	0.000890283971
988	0.0008896918549
989	0.0008888570127
990	0.000888050197
991	0.0008872969246
992	0.0008863679977
993	0.0008854551782
994	0.0008845121492
995	0.0008836394186
996	0.0008826881289
997	0.0008817803999
998	0.0008806394475
999	0.0008797926253
